"","regCodeExt","tumorType","metaCondition","condition","conditionCode","context","contextCode","regName","continuous","noCycles_Original","regString","shortString"
"7095","39.145.665.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"Fluorouracil & RT",FALSE,"2","1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","1.Fluorouracil;1.Fluorouracil;"
"7096","39.145.665.3","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"Fluorouracil & RT",FALSE,"1","0.Fluorouracil;","0.Fluorouracil;0.Fluorouracil;"
"7097","39.145.665.4","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"Fluorouracil & RT",FALSE,"2","28.Fluorouracil;","28.Fluorouracil;28.Fluorouracil;"
"7098","39.145.666.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"FULV & RT",FALSE,"3","13.Fluorouracil;1.Fluorouracil;13.Fluorouracil;1.Fluorouracil;","13.Fluorouracil;1.Fluorouracil;"
"7099","39.145.666.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"FULV & RT",FALSE,"2","24.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","24.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;"
"7100","39.145.666.3","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"FULV & RT",FALSE,"5","12.Fluorouracil;1.Fluorouracil;1.Fluorouracil;12.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","12.Fluorouracil;1.Fluorouracil;1.Fluorouracil;"
"7101","39.145.666.4","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"FULV & RT",FALSE,"5","14.Fluorouracil;14.Fluorouracil;","14.Fluorouracil;14.Fluorouracil;"
"7102","39.145.667.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"FUOX & RT",FALSE,"5","7.Fluorouracil;0.Oxaliplatin;7.Fluorouracil;0.Oxaliplatin;","7.Fluorouracil;0.Oxaliplatin;"
"7104","39.145.667.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"FUOX & RT",FALSE,"1","0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;"
"7106","39.145.667.3","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"FUOX & RT",FALSE,"1","0.Fluorouracil;0.Oxaliplatin;7.Oxaliplatin;7.Oxaliplatin;7.Oxaliplatin;7.Oxaliplatin;7.Oxaliplatin;","0.Fluorouracil;0.Oxaliplatin;7.Oxaliplatin;7.Oxaliplatin;7.Oxaliplatin;7.Oxaliplatin;7.Oxaliplatin;"
"7108","39.145.667.4","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"FUOX & RT",FALSE,"2","8.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","8.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;"
"7110","39.145.667.5","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"FUOX & RT",FALSE,"2","14.Fluorouracil;0.Oxaliplatin;7.Oxaliplatin;","14.Fluorouracil;0.Oxaliplatin;7.Oxaliplatin;"
"7112","39.145.667.6","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"FUOX & RT",FALSE,"5","2.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;2.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","2.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;"
"7114","39.145.668.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"mFOLFOX6 & RT",TRUE,"Cont.","14.Fluorouracil;0.Oxoliplatin;14.Fluorouracil;0.Oxoliplatin;","14.Fluorouracil;0.Oxoliplatin;"
"7116","39.145.668.2","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Neoadjucvant therapy",145,"mFOLFOX6 & RT",TRUE,"Cont.","12.Fluorouracil;0.Oxoliplatin;1.Fluorouracil;1.Fluorouracil;12.Fluorouracil;0.Oxoliplatin;1.Fluorouracil;1.Fluorouracil;","12.Fluorouracil;0.Oxoliplatin;1.Fluorouracil;1.Fluorouracil;"
"7118","39.2.669.1","Solid Tumor","Gastrointestinal Oncology, Intestinal ","Rectal cancer",39,"Adjuvant chemotherapy",2,"UFT monotherapy",TRUE,"Cont.","3.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;3.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;","3.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;1.Tegafuranduracil;"
"7119","4.127.298.1","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Metastatic disease, first-line therapy",127,"Anastrozole & Trastuzumab",TRUE,"Cont.","1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;","1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;"
"7121","4.127.298.2","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Metastatic disease, first-line therapy",127,"Anastrozole & Trastuzumab",TRUE,"Cont.","1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;","1.Anastrozole;0.Trastuzumab;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;1.Anastrozole;"
"7123","4.127.299.1","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Metastatic disease, first-line therapy",127,"Anastrozole, Lapatinib, Trastuzumab",TRUE,"Cont.","1.Anastrozole;0.Lapatinib;0.Trastuzumab;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;0.Trastuzumab;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;","1.Anastrozole;0.Lapatinib;0.Trastuzumab;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;1.Anastrozole;0.Lapatinib;"
"7126","4.127.300.1","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Metastatic disease, first-line therapy",127,"Exemestane & Trastuzumab",TRUE,"Cont.","1.Exemestane;0.Trastuzumab;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;0.Trastuzumab;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;","1.Exemestane;0.Trastuzumab;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;1.Exemestane;"
"7128","4.127.301.1","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Metastatic disease, first-line therapy",127,"Exemestane, Lapatinib, Trastuzumab",TRUE,"Cont.","1.Exemestane;0.Lapatinib;0.Trastuzumab;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;0.Trastuzumab;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;","1.Exemestane;0.Lapatinib;0.Trastuzumab;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;1.Exemestane;0.Lapatinib;"
"7131","4.127.302.1","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Metastatic disease, first-line therapy",127,"Lapatinib & Letrozole",TRUE,"Cont.","1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;","1.Lapatinib;0.Letrozole;"
"7133","4.127.303.1","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Metastatic disease, first-line therapy",127,"Lapatinib, Letrozole, Trastuzumab",TRUE,"Cont.","1.Lapatinib;0.Letrozole;0.Trastuzumab;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;0.Trastuzumab;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;","1.Lapatinib;0.Letrozole;0.Trastuzumab;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;1.Lapatinib;0.Letrozole;"
"7136","4.127.304.1","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Metastatic disease, first-line therapy",127,"Letrozole & Trastuzumab",TRUE,"Cont.","21.Letrozole;0.Trastuzumab;21.Letrozole;0.Trastuzumab;","21.Letrozole;0.Trastuzumab;"
"7138","4.147.296.1","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Neoadjuvant chemotherapy",147,"T-DM1 & ET",FALSE,"4","21.Tamoxifen;0.Trastuzumabemtansine;21.Tamoxifen;0.Trastuzumabemtansine;","21.Tamoxifen;0.Trastuzumabemtansine;"
"7140","4.147.296.2","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Neoadjuvant chemotherapy",147,"T-DM1 & ET",FALSE,"4","21.GnRHanalog;0.Trastuzumabemtansine;21.GnRHanalog;0.Trastuzumabemtansine;","21.GnRHanalog;0.Trastuzumabemtansine;"
"7142","4.147.296.3","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Neoadjuvant chemotherapy",147,"T-DM1 & ET",FALSE,"4","21.Aromataseinhibitor;0.Trastuzumabemtansine;21.Aromataseinhibitor;0.Trastuzumabemtansine;","21.Aromataseinhibitor;0.Trastuzumabemtansine;"
"7144","4.147.297.1","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Neoadjuvant chemotherapy",147,"Trastuzumab & ET",FALSE,"4","21.Tamoxifen;0.Trastuzumab;21.Tamoxifen;0.Trastuzumab;","21.Tamoxifen;0.Trastuzumab;"
"7146","4.147.297.2","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Neoadjuvant chemotherapy",147,"Trastuzumab & ET",FALSE,"4","21.GnRHanalog;0.Trastuzumab;21.GnRHanalog;0.Trastuzumab;","21.GnRHanalog;0.Trastuzumab;"
"7148","4.147.297.3","Solid Tumor","Breast Oncology","Breast caner, ER and HER2 co-expressing",4,"Neoadjuvant chemotherapy",147,"Trastuzumab & ET",FALSE,"4","21.Aromataseinhibitor;0.Trastuzumab;21.Aromataseinhibitor;0.Trastuzumab;","21.Aromataseinhibitor;0.Trastuzumab;"
"7150","40.124.670.1","Solid Tumor","Gastrointestinal Oncology, Extraintestinal","Cholangiocarcinoma",40,"Metastatic disease, all lines of therapy",124,"Gemcitabine, Cisplatin, S-1",TRUE,"Cont.","8.Cisplatin;0.Gemcitabine;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;8.Cisplatin;0.Gemcitabine;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","8.Cisplatin;0.Gemcitabine;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"7153","40.124.671.1","Solid Tumor","Gastrointestinal Oncology, Extraintestinal","Cholangiocarcinoma",40,"Metastatic disease, all lines of therapy",124,"Gemcitabine & Mitomycin",TRUE,"Cont.","14.Gemcitabine;0.Mitomycin;14.Gemcitabine;14.Gemcitabine;0.Mitomycin;14.Gemcitabine;","14.Gemcitabine;0.Mitomycin;14.Gemcitabine;"
"7155","40.124.672.1","Solid Tumor","Gastrointestinal Oncology, Extraintestinal","Cholangiocarcinoma",40,"Metastatic disease, all lines of therapy",124,"Gemcitabine & S-1",TRUE,"Cont.","8.Gemcitabine;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;8.Gemcitabine;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","8.Gemcitabine;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"7157","40.124.682.1","Solid Tumor","Gastrointestinal Oncology, Extraintestinal","Cholangiocarcinoma",40,"Metastatic disease, all lines of therapy",124,"GemOx",TRUE,"Cont.","21.Gemcitabine;0.Oxaliplatin;21.Gemcitabine;0.Oxaliplatin;","21.Gemcitabine;0.Oxaliplatin;"
"7159","40.124.682.2","Solid Tumor","Gastrointestinal Oncology, Extraintestinal","Cholangiocarcinoma",40,"Metastatic disease, all lines of therapy",124,"GemOx",TRUE,"Cont.","20.Gemcitabine;1.Oxaliplatin;20.Gemcitabine;1.Oxaliplatin;","20.Gemcitabine;1.Oxaliplatin;"
"7161","40.124.682.3","Solid Tumor","Gastrointestinal Oncology, Extraintestinal","Cholangiocarcinoma",40,"Metastatic disease, all lines of therapy",124,"GemOx",TRUE,"Cont.","14.Gemcitabine;0.Oxaliplatin;7.Gemcitabine;7.Gemcitabine;0.Oxaliplatin;14.Gemcitabine;0.Oxaliplatin;7.Gemcitabine;7.Gemcitabine;0.Oxaliplatin;","14.Gemcitabine;0.Oxaliplatin;7.Gemcitabine;7.Gemcitabine;0.Oxaliplatin;"
