"","regCode","study","study_code","regimen","regimen_code","variant","var_code","context","context_code"
"4040","3487.27755.1.2648","Saraceni et al. 2018",3487,"V-HyperCAD","27755","normal",1,"Non-curative therapy","2648"
"4041","3021.26728.1.2648","Palumbo et al. 2007",3021,"VMPT","26728","normal",1,"Non-curative therapy","2648"
"4042","199.11189.1.24864","APEX",199,"Bortezomib monotherapy","11189","normal",1,"Non-curative second-line consolidation therapy","24864"
"4043","2820.4244.1.24864","NCRI Myeloma X Relapse",2820,"Melphalan monotherapy","4244","normal",1,"Non-curative second-line consolidation therapy","24864"
"4044","936.27563.1.24866","de Waal et al. 2015",936,"Bortezomib and Cyclophosphamide","27563","normal",1,"Non-curative second-line maintenance therapy","24866"
"4045","3129.27611.1.24866","PO-MM-PI-0034",3129,"KPD","27611","normal",1,"Non-curative second-line maintenance therapy","24866"
"4046","2522.27496.1.24866","MC1082",2522,"Pomalidomide monotherapy","27496","normal",1,"Non-curative second-line maintenance therapy","24866"
"4047","3132.27730.1.24866","PO0023",3132,"Pomalidomide and Prednisone","27730","normal",1,"Non-curative second-line maintenance therapy","24866"
"4048","971.26216.1.24866","DFCI 06-147",971,"RVD","26216","normal",1,"Non-curative second-line maintenance therapy","24866"
"4049","294.13673.1.794","AZA-MDS-003",294,"Azacitidine oral monotherapy","13673","normal",1,"All lines of therapy","794"
"4050","1097.28337.579.794","ECOG E2905|ECOG E2905",1097,"Erythropoetin and Lenalidomide","28337","Regimen variant #1 dose-reduced lenalidomide",579,"All lines of therapy","794"
"4051","1098.28337.778.794","ECOG E2905|ECOG E2905|GFM-Len-Epo-08",1098,"Erythropoetin and Lenalidomide","28337","Regimen variant #2",778,"All lines of therapy","794"
"4052","647.28337.1466.794","CC-5013-PK-002",647,"Erythropoetin and Lenalidomide","28337","Regimen variant #3",1466,"All lines of therapy","794"
"4053","644.2720.354.794","CC-5013-MDS-004|MDS-005|MDS-005|CC-5013-MDS-004",644,"Lenalidomide monotherapy","2720","Regimen variant #1 5 mg continuous",354,"All lines of therapy","794"
"4054","2589.2720.816.794","MDS-005|CC-5013-MDS-001|CC-5013-MDS-003|CC-5013-MDS-002|MDS-005|CC-5013-MDS-001",2589,"Lenalidomide monotherapy","2720","Regimen variant #2 10 mg/day continuous",816,"All lines of therapy","794"
"4055","643.2720.1483.794","CC-5013-MDS-004|CC-5013-MDS-001|CC-5013-MDS-001|CC-5013-MDS-004|GFM-Len-Epo-08",643,"Lenalidomide monotherapy","2720","Regimen variant #3 10 mg 21/28",1483,"All lines of therapy","794"
"4056","2593.54064.1.794","MEDALIST",2593,"Luspatercept monotherapy","54064","normal",1,"All lines of therapy","794"
"4057","2860.2712.1.3175","NHLBI 05-H-0206",2860,"Alemtuzumab monotherapy","2712","normal",1,"Non-curative first-line therapy","3175"
"4058","2673.28203.1.3175","Molldrem et al. 1997",2673,"ATG (Horse) monotherapy","28203","normal",1,"Non-curative first-line therapy","3175"
"4059","3268.28215.1.3175","RDCRN 5406",3268,"ATG (Rabbit) monotherapy","28215","normal",1,"Non-curative first-line therapy","3175"
"4060","3457.3587.1.3175","SAKK 33/99",3457,"ATG (Horse) and Cyclosporine","3587","normal",1,"Non-curative first-line therapy","3175"
"4061","1724.1358.422.3175","Groevdal et al. 2010",1724,"Azacitidine monotherapy","1358","Regimen variant #1 60 mg/m2 5 days/cycle",422,"Non-curative first-line therapy","3175"
"4062","2590.1358.1691.3175","MDSAZA0706|GFM-Aza-Epo-2008-01",2590,"Azacitidine monotherapy","1358","Regimen variant #3 75 mg/m2 5 days/cycle",1691,"Non-curative first-line therapy","3175"
"4063","624.13460.1630.3175","CASE17Z05",624,"Azacitidine and Lenalidomide","13460","Regimen variant #3 5 days of azacitidine",1630,"Non-curative first-line therapy","3175"
"4064","3722.13461.456.3175","Study 6898|SWOG S1117|SWOG S1117",3722,"Azacitidine and Vorinostat","13461","Regimen variant #1 7 days of azacitidine 2",456,"Non-curative first-line therapy","3175"
"4065","1331.1422.48.3175","Faderl et al. 2012",1331,"Clofarabine monotherapy","1422","Regimen variant #1",48,"Non-curative first-line therapy","3175"
"4066","2557.1422.919.3175","MDACC 2005-0536",2557,"Clofarabine monotherapy","1422","Regimen variant #2 2",919,"Non-curative first-line therapy","3175"
"4067","2140.3636.1.3175","Jonasova et al. 1998",2140,"Cyclosporine monotherapy","3636","normal",1,"Non-curative first-line therapy","3175"
"4068","2158.1437.98.3175","Kantarjian et al. 2007|Kantarjian et al. 2007|Kantarjian et al. 2007",2158,"Decitabine monotherapy","1437","Regimen variant #1 10 mg/m2 10 days per cycle (IV)",98,"Non-curative first-line therapy","3175"
"4069","904.1437.895.3175","D-0007|EORTC LSG/GMDSSG 06011",904,"Decitabine monotherapy","1437","Regimen variant #2 15 mg/m2 3 days per cycle (IV)",895,"Non-curative first-line therapy","3175"
"4070","2544.1437.1556.3175","MDA 2012-0507",2544,"Decitabine monotherapy","1437","Regimen variant #3 20 mg/m2 3 days per cycle (IV)",1556,"Non-curative first-line therapy","3175"
"4071","916.1437.1864.3175","DACO-026|DACO-026",916,"Decitabine monotherapy","1437","Regimen variant #4 20 mg/m2 3 days per cycle (SC)",1864,"Non-curative first-line therapy","3175"
"4072","2157.1437.2039.3175","Kantarjian et al. 2007|Kantarjian et al. 2007|Issa et al. 2014|Kantarjian et al. 2007",2157,"Decitabine monotherapy","1437","Regimen variant #5 20 mg/m2 5 days per cycle (IV)",2039,"Non-curative first-line therapy","3175"
"4073","2158.1437.2132.3175","Kantarjian et al. 2007|Kantarjian et al. 2007|Kantarjian et al. 2007",2158,"Decitabine monotherapy","1437","Regimen variant #6 20 mg/m2 5 days per cycle (SC)",2132,"Non-curative first-line therapy","3175"
"4074","916.1437.2196.3175","DACO-026|DACO-026",916,"Decitabine monotherapy","1437","Regimen variant #7 20 mg/m2 weekly (SC)",2196,"Non-curative first-line therapy","3175"
"4075","250.14236.1.3175","ASTX727-01-B",250,"Decitabine and cedazuridine monotherapy","14236","normal",1,"Non-curative first-line therapy","3175"
"4076","2621.1485.675.3175","Miller et al. 1992|EORTC 06903",2621,"Low-dose Cytarabine monotherapy (LoDAC)","1485","Regimen variant #1 SC",675,"Non-curative first-line therapy","3175"
"4077","4088.1485.1297.3175","Wisch et al. 1983",4088,"Low-dose Cytarabine monotherapy (LoDAC)","1485","Regimen variant #2 CI",1297,"Non-curative first-line therapy","3175"
"4078","442.1519.1.3175","Brandwein et al. 2014",442,"Temozolomide monotherapy","1519","normal",1,"Non-curative first-line therapy","3175"
"4079","3335.28400.1.12213","RICMAC",3335,"Busulfan and Cyclophosphamide, then allo HSCT","28400","normal",1,"Non-curative first-line consolidation therapy","12213"
"4080","2528.17426.1.2648","MCC-15961|GFM-ERLOTINIB-08",2528,"Erlotinib monotherapy","17426","normal",1,"Non-curative therapy","2648"
"4081","862.1900.178.2648","CPKC412A2104|CPKC412A2104",862,"Midostaurin monotherapy","1900","Regimen variant #1 2",178,"Non-curative therapy","2648"
"4082","862.1900.990.2648","CPKC412A2104|CPKC412A2104",862,"Midostaurin monotherapy","1900","Regimen variant #2 3",990,"Non-curative therapy","2648"
"4083","660.23901.1.794","Cervantes et al. 2005|MOMENTUM",660,"Danazol monotherapy","23901","normal",1,"All lines of therapy","794"
"4084","2045.48563.1.794","JAKARTA",2045,"Fedratinib monotherapy","48563","normal",1,"All lines of therapy","794"
"4085","3870.2720.1.794","Tefferi et al. 2006",3870,"Lenalidomide monotherapy","2720","normal",1,"All lines of therapy","794"
"4086","3496.92607.1.794","SB1518-2008-003|PERSIST-1|PERSIST-2",3496,"Pacritinib monotherapy","92607","normal",1,"All lines of therapy","794"
"4087","3131.27496.48.794","PO-MMM-PI-0007|RESUME",3131,"Pomalidomide monotherapy","27496","Regimen variant #1",48,"All lines of therapy","794"
"4088","641.27496.778.794","CC-4047-MMM-001",641,"Pomalidomide monotherapy","27496","Regimen variant #2",778,"All lines of therapy","794"
"4089","642.27730.178.794","CC-4047-MMM-001|CC-4047-MMM-001",642,"Pomalidomide and Prednisone","27730","Regimen variant #1 2",178,"All lines of therapy","794"
"4090","642.27730.919.794","CC-4047-MMM-001|CC-4047-MMM-001",642,"Pomalidomide and Prednisone","27730","Regimen variant #2 2",919,"All lines of therapy","794"
"4091","641.801.1.794","CC-4047-MMM-001",641,"Prednisone monotherapy","801","normal",1,"All lines of therapy","794"
"4092","1990.1882.1.794","INCB 18424-251|COMFORT-I|COMFORT-II|JUMP|UK ROBUST|SIMPLIFY-1|SIMPLIFY-2|PERSIST-2",1990,"Ruxolitinib monotherapy","1882","normal",1,"All lines of therapy","794"
"4093","3269.3176.519.813","RDDA2017000111",3269,"Cisplatin and Fluorouracil (CF)","3176","Regimen variant #1 80/4000 x 2",519,"Induction therapy","813"
"4094","2449.3176.835.813","Lv et al. 2021",2449,"Cisplatin and Fluorouracil (CF)","3176","Regimen variant #2 100/4000 x 2",835,"Induction therapy","813"
"4095","1277.3176.1494.813","ESNCCT|SYSUCC 20160049",1277,"Cisplatin and Fluorouracil (CF)","3176","Regimen variant #3 100/4000 x 3",1494,"Induction therapy","813"
"4096","3806.3176.1830.813","SYSUCC 5010",3806,"Cisplatin and Fluorouracil (CF)","3176","Regimen variant #4 100/5000 x 6",1830,"Induction therapy","813"
"4097","302.2570.1.813","B2013-022-01",302,"Cisplatin and Gemcitabine (GC)","2570","normal",1,"Induction therapy","813"
"4098","4157.18354.437.813","YP2010171",4157,"DCF","18354","Regimen variant #1 60/60/3000",437,"Induction therapy","813"
"4099","312.18354.1195.813","Bae et al. 2010",312,"DCF","18354","Regimen variant #2 70/75/4000",1195,"Induction therapy","813"
"4100","3805.9692.1.813","SYSUCC 20160049",3805,"TPC","9692","normal",1,"Induction therapy","813"
"4101","734.11264.1.3114","Chitapanarux et al. 2007",734,"Carboplatin and RT","11264","normal",1,"Definitive therapy","3114"
"4102","728.5259.276.3114","Chen et al. 2011",728,"Cisplatin and RT","5259","Regimen variant #1 30 mg/m2 weekly dosing",276,"Definitive therapy","3114"
"4103","729.5259.1058.3114","Chen et al. 2011|Chan et al. 2002|Tan et al. 2015|YP2008004",729,"Cisplatin and RT","5259","Regimen variant #2 40 mg/m2 weekly dosing",1058,"Definitive therapy","3114"
"4104","4133.5259.1618.3114","Xia et al. 2021|Xia et al. 2021",4133,"Cisplatin and RT","5259","Regimen variant #3 40 mg/m2 weekly dosing x 6",1618,"Definitive therapy","3114"
"4105","4132.5259.1824.3114","Xia et al. 2021|Bae et al. 2010|Xia et al. 2021",4132,"Cisplatin and RT","5259","Regimen variant #4 100 mg/m2 x 2",1824,"Definitive therapy","3114"
"4106","2015.5259.2016.3114","Intergroup 0099|Wee et al. 2005|Chitapanarux et al. 2007|NPC-9901|Tang et al. 2018|YP2010171|SYSUCC IRNPC15",2015,"Cisplatin and RT","5259","Regimen variant #5 100 mg/m2 x 3",2016,"Definitive therapy","3114"
"4107","2368.3124.1.3114","Lin et al. 2003",2368,"Cisplatin and Fluorouracil (CF) and RT","3124","normal",1,"Definitive therapy","3114"
"4108","4179.28672.1.3114","Zhang et al. 2005",4179,"Oxaliplatin and RT","28672","normal",1,"Definitive therapy","3114"
"4109","655.6323.503.2618","CCRT-AC-LAHR-NPC",655,"Capecitabine monotherapy","6323","Regimen variant #1 8 cycles",503,"Adjuvant therapy","2618"
"4110","10.6323.864.2618","2016-FXY-075",10,"Capecitabine monotherapy","6323","Regimen variant #2 12 months",864,"Adjuvant therapy","2618"
"4111","734.21770.1.2618","Chitapanarux et al. 2007",734,"Carboplatin and Fluorouracil","21770","normal",1,"Adjuvant therapy","2618"
"4112","2014.3176.518.2618","Intergroup 0099|Wee et al. 2005|Chitapanarux et al. 2007|NPC-9901",2014,"Cisplatin and Fluorouracil (CF)","3176","Regimen variant #1 80/4000 4 days of 5-FU",518,"Adjuvant therapy","2618"
"4113","4156.3176.1250.2618","YP2008004",4156,"Cisplatin and Fluorouracil (CF)","3176","Regimen variant #2 80/4000 5 days of 5-FU",1250,"Adjuvant therapy","2618"
"4114","1527.3176.515.2648","GEM20110714",1527,"Cisplatin and Fluorouracil (CF)","3176","Regimen variant #1 80/4000",515,"Non-curative therapy","2648"
"4115","260.3176.836.2648","Au and Ang 1994",260,"Cisplatin and Fluorouracil (CF)","3176","Regimen variant #2 100/5000",836,"Non-curative therapy","2648"
"4116","1528.2570.1.2648","GEM20110714|CAPTAIN-1st|JUPITER-02|RATIONALE 309",1528,"Cisplatin and Gemcitabine (GC)","2570","normal",1,"Non-curative therapy","2648"
"4117","606.59045.1.2648","CAPTAIN-1st",606,"Cisplatin and Gemcitabine (GC) and Camrelizumab","59045","normal",1,"Non-curative therapy","2648"
"4118","2148.65364.1.2648","JUPITER-02",2148,"Cisplatin and Gemcitabine (GC) and Toripalimab","65364","normal",1,"Non-curative therapy","2648"
"4119","4180.5218.1.2648","Zhang et al. 2007",4180,"Gemcitabine monotherapy","5218","normal",1,"Non-curative therapy","2648"
"4120","3804.6323.1.1656","SYSUCC 2015029",3804,"Capecitabine monotherapy","6323","normal",1,"Non-curative first-line maintenance therapy","1656"
"4121","2768.36317.1.813","NB2004-HR",2768,"N5/N6","36317","normal",1,"Induction therapy","813"
"4122","1878.4079.1.1526","HR-NBL1",1878,"Busulfan and Melphalan","4079","normal",1,"Consolidation after upfront therapy","1526"
"4123","786.28721.1.1526","COG ANBL0032",786,"GM-CSF, IL-2, Isotretinoin, Dinutuximab","28721","normal",1,"Consolidation after upfront therapy","1526"
"4124","2508.28728.1.1526","Matthay et al. 1999|COG ANBL0032",2508,"Isotretinoin monotherapy","28728","normal",1,"Consolidation after upfront therapy","1526"
"4125","787.28748.1.2648","COG ANBL1221",787,"Irinotecan, Temozolomide, Dinutuximab","28748","normal",1,"Non-curative therapy","2648"
"4126","3715.26945.1.2648","Study 12-230|Study 201",3715,"Naxitamab monotherapy","26945","normal",1,"Non-curative therapy","2648"
"4127","3236.16485.1.794","RADIANT-4",3236,"Everolimus monotherapy","16485","normal",1,"All lines of therapy","794"
"4128","4144.28767.48.794","Yao et al. 2008|Yao et al. 2008",4144,"Everolimus and Octreotide","28767","Regimen variant #1",48,"All lines of therapy","794"
"4129","4146.28767.778.794","Yao et al. 2008|Yao et al. 2008|RADIANT-2",4146,"Everolimus and Octreotide","28767","Regimen variant #2",778,"All lines of therapy","794"
"4130","2957.25087.1.794","Oberg et al. 1983|Faiss et al. 2003",2957,"Interferon alfa-2b monotherapy","25087","normal",1,"All lines of therapy","794"
"4131","1332.28813.1.794","Faiss et al. 2003",1332,"Lanreotide monotherapy","28813","normal",1,"All lines of therapy","794"
"4132","1164.68217.1.794","ELECT",1164,"Lanreotide LAR monotherapy","68217","normal",1,"All lines of therapy","794"
"4133","1332.28801.1.794","Faiss et al. 2003",1332,"Lanreotide and Interferon alfa-2b","28801","normal",1,"All lines of therapy","794"
"4134","1272.28814.1.794","ERASMUS|NETTER-1",1272,"Lutetium Lu 177 dotatate and Octreotide LAR","28814","normal",1,"All lines of therapy","794"
"4135","2958.28822.178.794","Oberg et al. 2004",2958,"Octreotide monotherapy","28822","Regimen variant #1 2",178,"All lines of therapy","794"
"4136","2294.28822.919.794","Kvols et al. 1986",2294,"Octreotide monotherapy","28822","Regimen variant #2 2",919,"All lines of therapy","794"
"4137","2266.28822.1466.794","Koelby et al. 2003",2266,"Octreotide monotherapy","28822","Regimen variant #3",1466,"All lines of therapy","794"
"4138","2052.28822.1982.794","Janson and Oberg 1993",2052,"Octreotide monotherapy","28822","Regimen variant #4 low-dose",1982,"All lines of therapy","794"
"4139","3192.28842.270.794","PROMID|RADIANT-2",3192,"Octreotide LAR monotherapy","28842","Regimen variant #1 30 mg",270,"All lines of therapy","794"
"4140","887.28842.1050.794","CSOM230C2303",887,"Octreotide LAR monotherapy","28842","Regimen variant #2 40 mg",1050,"All lines of therapy","794"
"4141","2840.28842.1672.794","NETTER-1",2840,"Octreotide LAR monotherapy","28842","Regimen variant #3 60 mg",1672,"All lines of therapy","794"
"4142","2267.28850.1.794","Koelby et al. 2003|SWOG S0518",2267,"Octreotide and Interferon alfa","28850","normal",1,"All lines of therapy","794"
"4143","1159.1519.1.794","Ekeblad et al. 2007",1159,"Temozolomide monotherapy","1519","normal",1,"All lines of therapy","794"
"4144","890.28548.1.813","CTTNKTL-III/IV",890,"DDGP","28548","normal",1,"Induction therapy","813"
"4145","2297.18827.1.813","Kwong et al. 2012|CTTNKTL-III/IV",2297,"SMILE","18827","normal",1,"Induction therapy","813"
"4146","1888.18834.1.2648","I05009",1888,"AspaMetDex","18834","normal",1,"Non-curative therapy","2648"
"4147","1888.1011.1.2648","I05009",1888,"AspaMetDex (Erwinaze)","1011","normal",1,"Non-curative therapy","2648"
"4148","1026.3516.1.2648","DSHNHL R3",1026,"FluBuCy, then allo HSCT","3516","normal",1,"Non-curative therapy","2648"
"4149","2298.3199.1.2648","Kwong et al. 2017",2298,"Pembrolizumab monotherapy","3199","normal",1,"Non-curative therapy","2648"
"4150","4137.18827.1.2648","Yamaguchi et al. 2008|Kwong et al. 2012",4137,"SMILE","18827","normal",1,"Non-curative therapy","2648"
"4151","1283.16485.1.3175","ESPN|ASPEN_RCC",1283,"Everolimus monotherapy","16485","normal",1,"Non-curative first-line therapy","3175"
"4152","1283.20636.1.3175","ESPN|ASPEN_RCC",1283,"Sunitinib monotherapy","20636","normal",1,"Non-curative first-line therapy","3175"
"4153","1321.12242.1.813","FAB/LMB96",1321,"CVP","12242","normal",1,"Induction therapy","813"
"4154","1322.10541.1.813","FAB/LMB96|Inter-B-NHL Ritux 2010",1322,"COPADM","10541","normal",1,"Induction therapy","813"
"4155","2009.10542.1.813","Inter-B-NHL Ritux 2010",2009,"R-COPADM","10542","normal",1,"Induction therapy","813"
"4156","3369.30994.1.5250","Rosell et al. 1994|Depierre et al. 2002",3369,"MIC","30994","normal",1,"Neoadjuvant therapy","5250"
"4157","1107.3174.1.2618","ECOG E3590",1107,"Radiation therapy","3174","normal",1,"Adjuvant therapy","2618"
"4158","3352.31083.1.3175","Robert et al. 1984|SWOG S8012",3352,"CAP (Platinol)","31083","normal",1,"Non-curative first-line therapy","3175"
"4159","3525.1279.1.3175","Sculier et al. 1998",3525,"Carboplatin and Cisplatin","1279","normal",1,"Non-curative first-line therapy","3175"
"4160","2120.26070.1.3175","JMDB",2120,"Cisplatin and Pemetrexed","26070","normal",1,"Non-curative first-line therapy","3175"
"4161","3586.5706.104.3175","SICOG 9909",3586,"Paclitaxel monotherapy","5706","Regimen variant #1 100 mg/m2 3 out of 4 weeks",104,"Non-curative first-line therapy","3175"
"4162","3247.5706.957.3175","Ranson et al. 2000",3247,"Paclitaxel monotherapy","5706","Regimen variant #2 200 mg/m2 q3wk",957,"Non-curative first-line therapy","3175"
"4163","3490.17426.1.1656","SATURN|IFCT-GFPC 0502|IUNO",3490,"Erlotinib monotherapy","17426","normal",1,"Non-curative first-line maintenance therapy","1656"
"4164","2795.17426.1.1874","NCIC-CTG BR.21|BeTa|ZEST|TITAN|CT/06.05|SUN 1087|TAILOR_NSCLC|A7471028|ADVIGO 1018|DELTA_NSCLC|WJOG 5108L|CurrentS|Wang et al. 2017a|ATTENTION|MARQUEE|ARCHER 1009|IUNO|AvaALL|METLung|LUX-Lung 8|ECOG-ACRIN 1512|JUNIPER",2795,"Erlotinib monotherapy","17426","normal",1,"Non-curative subsequent-line therapy","1874"
"4165","86.10668.283.2648","AF-001JP|J-ALEX|ALEX",86,"Alectinib monotherapy","10668","Regimen variant #1 300 mg twice per day",283,"Non-curative therapy","2648"
"4166","127.10668.1178.2648","ALEX|ALESIA",127,"Alectinib monotherapy","10668","Regimen variant #2 600 mg twice per day",1178,"Non-curative therapy","2648"
"4167","152.30835.1.2648","ALTA-1L",152,"Brigatinib monotherapy","30835","normal",1,"Non-curative therapy","2648"
"4168","238.26028.366.2648","ASCEND-4|ASCEND-4",238,"Carboplatin and Pemetrexed","26028","Regimen variant #1 5/500 x 4",366,"Non-curative therapy","2648"
"4169","238.26028.1155.2648","ASCEND-4|ASCEND-4",238,"Carboplatin and Pemetrexed","26028","Regimen variant #2 6/500 x 4",1155,"Non-curative therapy","2648"
"4170","242.10693.345.2648","ASCEND-8|ASCEND-8",242,"Ceritinib monotherapy","10693","Regimen variant #1 450 mg/day with food",345,"Non-curative therapy","2648"
"4171","240.10693.1226.2648","ASCEND-8|ASCEND-1|ASCEND-4|ASCEND-8",240,"Ceritinib monotherapy","10693","Regimen variant #2 750 mg/day fasting",1226,"Non-curative therapy","2648"
"4172","3188.26070.1217.2648","PROFILE 1014|ASCEND-4",3188,"Cisplatin and Pemetrexed","26070","Regimen variant #2 75/500",1217,"Non-curative therapy","2648"
"4173","1.30848.245.2648","",1,"Crizotinib monotherapy","30848","Regimen variant #1 250 mg/day",245,"Non-curative therapy","2648"
"4174","1.30848.1068.2648","",1,"Crizotinib monotherapy","30848","Regimen variant #2 400 mg/day",1068,"Non-curative therapy","2648"
"4175","3185.30848.1647.2648","PROFILE 1001 ALK|PROFILE 1007|PROFILE 1005|PROFILE 1014|PROFILE 1029|J-ALEX|ALEX|ALTA-1L|ALESIA|eXalt3|CROWN",3185,"Crizotinib monotherapy","30848","Regimen variant #3 500 mg/day",1647,"Non-curative therapy","2648"
"4176","3187.5645.1.2648","PROFILE 1007",3187,"Docetaxel monotherapy","5645","normal",1,"Non-curative therapy","2648"
"4177","878.30890.1.2648","CROWN",878,"Lorlatinib monotherapy","30890","normal",1,"Non-curative therapy","2648"
"4178","3187.5720.1.2648","PROFILE 1007",3187,"Pemetrexed monotherapy","5720","normal",1,"Non-curative therapy","2648"
"4179","2906.10668.1.2648","NP28673|NP28761|ALUR",2906,"Alectinib monotherapy","10668","normal",1,"Non-curative therapy","2648"
"4180","151.30835.1.2648","ALTA",151,"Brigatinib monotherapy","30835","normal",1,"Non-curative therapy","2648"
"4181","242.10693.346.2648","ASCEND-8|ASCEND-8",242,"Ceritinib monotherapy","10693","Regimen variant #1 450 mg/day with food 2",346,"Non-curative therapy","2648"
"4182","241.10693.1227.2648","ASCEND-8|ASCEND-1|ASCEND-5|ASCEND-8",241,"Ceritinib monotherapy","10693","Regimen variant #2 750 mg/day fasting 2",1227,"Non-curative therapy","2648"
"4183","239.5645.1.2648","ASCEND-5",239,"Docetaxel monotherapy","5645","normal",1,"Non-curative therapy","2648"
"4184","303.30890.1.2648","B7461001",303,"Lorlatinib monotherapy","30890","normal",1,"Non-curative therapy","2648"
"4185","239.5720.1.2648","ASCEND-5",239,"Pemetrexed monotherapy","5720","normal",1,"Non-curative therapy","2648"
"4186","2031.10668.284.5188","J-ALEX|ALEX",2031,"Alectinib monotherapy","10668","Regimen variant #1 300 mg twice per day 2",284,"Local therapy","5188"
"4187","126.10668.1179.5188","ALEX",126,"Alectinib monotherapy","10668","Regimen variant #2 600 mg twice per day 2",1179,"Local therapy","5188"
"4188","237.10693.1.5188","ASCEND-1",237,"Ceritinib monotherapy","10693","normal",1,"Local therapy","5188"
"4189","451.5134.1.3175","BRF113928 untreated",451,"Dabrafenib and Trametinib","5134","normal",1,"Non-curative first-line therapy","3175"
"4190","450.5134.1.2648","BRF113928 previously treated",450,"Dabrafenib and Trametinib","5134","normal",1,"Non-curative therapy","2648"
"4191","2832.26028.1.5250","NeoADAURA",2832,"Carboplatin and Pemetrexed","26028","normal",1,"Neoadjuvant therapy","5250"
"4192","2832.26070.1.5250","NeoADAURA",2832,"Cisplatin and Pemetrexed","26070","normal",1,"Neoadjuvant therapy","5250"
"4193","77.8092.486.2618","ADJUVANT/CTONG1104",77,"Cisplatin and Vinorelbine (CVb)","8092","Regimen variant #1 75/30",486,"Adjuvant therapy","2618"
"4194","1967.8092.1244.2618","IMPACT_NSCLC",1967,"Cisplatin and Vinorelbine (CVb)","8092","Regimen variant #2 80/25",1244,"Adjuvant therapy","2618"
"4195","77.30152.1.2618","ADJUVANT/CTONG1104",77,"Gefitinib monotherapy","30152","normal",1,"Adjuvant therapy","2618"
"4196","1308.10738.1.2618","EVIDENCE",1308,"Icotinib monotherapy","10738","normal",1,"Adjuvant therapy","2618"
"4197","73.10746.1.2618","ADAURA",73,"Osimertinib monotherapy","10746","normal",1,"Adjuvant therapy","2618"
"4198","742.29758.48.2648","CHRYSALIS|CHRYSALIS",742,"Amivantamab monotherapy","29758","Regimen variant #1",48,"Non-curative therapy","2648"
"4199","742.29758.778.2648","CHRYSALIS|CHRYSALIS",742,"Amivantamab monotherapy","29758","Regimen variant #2",778,"Non-curative therapy","2648"
"4200","197.69110.1.2648","AP32788-15-101",197,"Mobocertinib monotherapy","69110","normal",1,"Non-curative therapy","2648"
"4201","1.10705.273.2648","",1,"Afatinib monotherapy","10705","Regimen variant #1 30 mg/day",273,"Non-curative therapy","2648"
"4202","2442.10705.1053.2648","LUX-Lung 2|LUX-Lung 3|LUX-Lung 6|LUX-Lung 7",2442,"Afatinib monotherapy","10705","Regimen variant #2 40 mg/day",1053,"Non-curative therapy","2648"
"4203","888.22695.1.2648","CTOG1706",888,"Apatinib and Gefitinib","22695","normal",1,"Non-curative therapy","2648"
"4204","84.12646.1.2648","AENEAS",84,"Aumolertinib monotherapy","12646","normal",1,"Non-curative therapy","2648"
"4205","1298.2538.1.2648","EURTAC",1298,"Carboplatin and Docetaxel","2538","normal",1,"Non-curative therapy","2648"
"4206","1299.5458.1.2648","EURTAC|CTONG-0802",1299,"Carboplatin and Gemcitabine (GCb)","5458","normal",1,"Non-curative therapy","2648"
"4207","1341.30923.1.2648","FASTACT-2",1341,"Carboplatin and Gemcitabine/Erlotinib","30923","normal",1,"Non-curative therapy","2648"
"4208","2828.2554.1.2648","NEJ002",2828,"Carboplatin and Paclitaxel (CP)","2554","normal",1,"Non-curative therapy","2648"
"4209","1298.2569.494.2648","EURTAC",1298,"Cisplatin and Docetaxel (DC)","2569","Regimen variant #1 75/75",494,"Non-curative therapy","2648"
"4210","4106.2569.1252.2648","WJTOG3405",4106,"Cisplatin and Docetaxel (DC)","2569","Regimen variant #2 80/60",1252,"Non-curative therapy","2648"
"4211","2447.2570.479.2648","LUX-Lung 6",2447,"Cisplatin and Gemcitabine (GC)","2570","Regimen variant #1 75/1000",479,"Non-curative therapy","2648"
"4212","1301.2570.1208.2648","EURTAC|ENSURE",1301,"Cisplatin and Gemcitabine (GC)","2570","Regimen variant #2 75/1250",1208,"Non-curative therapy","2648"
"4213","1341.30924.1.2648","FASTACT-2",1341,"Cisplatin and Gemcitabine/Erlotinib","30924","normal",1,"Non-curative therapy","2648"
"4214","2443.26070.620.2648","LUX-Lung 3",2443,"Cisplatin and Pemetrexed","26070","Regimen variant #1 limited duration",620,"Non-curative therapy","2648"
"4215","833.26070.1464.2648","CONVINCE",833,"Cisplatin and Pemetrexed","26070","Regimen variant #2 with maintenance",1464,"Non-curative therapy","2648"
"4216","30.30925.1.2648","A7471028|ARCHER 1009|ARCHER 1050",30,"Dacomitinib monotherapy","30925","normal",1,"Non-curative therapy","2648"
"4217","1300.17426.161.2648","EURTAC|CTONG-0802|A7471028|CTONG 0901|JO25567|ENSURE|ARCHER 1009|FLAURA|NEJ026|SOLAR_NSCLC|ARTEMIS-CTONG1509|RELAY|BEVERLY",1300,"Erlotinib monotherapy","17426","Regimen variant #1 150 mg/d",161,"Non-curative therapy","2648"
"4218","4151.17426.1357.2648","Yeo et al. 2010",4151,"Erlotinib monotherapy","17426","Regimen variant #2 low-dose",1357,"Non-curative therapy","2648"
"4219","2131.2587.1.2648","JO25567|NEJ026|ARTEMIS-CTONG1509|BEVERLY",2131,"Erlotinib and Bevacizumab","2587","normal",1,"Non-curative therapy","2648"
