"","conditionCode","contextCode","regCode","variant","regCodeExt","regString","shortString"
"6943",37,135,641,2,"37.135.641.2","8.Cisplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;8.Cisplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","8.Cisplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"6945",37,135,641,3,"37.135.641.3","15.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Cisplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;15.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Cisplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","15.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Cisplatin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"6947",37,135,642,1,"37.135.642.1","7.Cisplatin;0.Fluorouracil;7.Fluorouracil;7.Cisplatin;0.Fluorouracil;7.Fluorouracil;7.Cisplatin;0.Fluorouracil;7.Fluorouracil;7.Cisplatin;7.Cisplatin;0.Fluorouracil;7.Fluorouracil;7.Cisplatin;0.Fluorouracil;7.Fluorouracil;7.Cisplatin;0.Fluorouracil;7.Fluorouracil;7.Cisplatin;","7.Cisplatin;0.Fluorouracil;7.Fluorouracil;7.Cisplatin;0.Fluorouracil;7.Fluorouracil;7.Cisplatin;0.Fluorouracil;7.Fluorouracil;7.Cisplatin;"
"6949",37,135,642,2,"37.135.642.2","14.Cisplatin;0.Fluorouracil;14.Cisplatin;0.Fluorouracil;","14.Cisplatin;0.Fluorouracil;"
"6951",37,135,642,3,"37.135.642.3","13.Fluorouracil;1.Cisplatin;13.Fluorouracil;1.Cisplatin;","13.Fluorouracil;1.Cisplatin;"
"6953",37,135,642,4,"37.135.642.4","7.Cisplatin;0.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Cisplatin;0.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Cisplatin;0.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Cisplatin;7.Cisplatin;0.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Cisplatin;0.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Cisplatin;0.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Cisplatin;","7.Cisplatin;0.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Cisplatin;0.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Cisplatin;0.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Cisplatin;"
"6955",37,135,642,5,"37.135.642.5","13.Cisplatin;0.Fluorouracil;1.Fluorouracil;13.Cisplatin;0.Fluorouracil;1.Fluorouracil;","13.Cisplatin;0.Fluorouracil;1.Fluorouracil;"
"6957",37,135,642,6,"37.135.642.6","13.Fluorouracil;1.Cisplatin;0.Fluorouracil;13.Fluorouracil;1.Cisplatin;0.Fluorouracil;","13.Fluorouracil;1.Cisplatin;0.Fluorouracil;"
"6965",37,135,644,1,"37.135.644.1","12.Docetaxel;0.Fluorouracil;2.Cisplatin;12.Docetaxel;0.Fluorouracil;2.Cisplatin;","12.Docetaxel;0.Fluorouracil;2.Cisplatin;"
"6971",37,135,644,3,"37.135.644.3","12.Docetaxel;0.Fluorouracil;1.Fluorouracil;1.Cisplatin;0.Fluorouracil;12.Docetaxel;0.Fluorouracil;1.Fluorouracil;1.Cisplatin;0.Fluorouracil;","12.Docetaxel;0.Fluorouracil;1.Fluorouracil;1.Cisplatin;0.Fluorouracil;"
"6980",37,135,645,1,"37.135.645.1","12.Bevacizumab;0.Docetaxel;0.Fluorouracil;2.Cisplatin;12.Bevacizumab;0.Docetaxel;0.Fluorouracil;2.Cisplatin;","12.Bevacizumab;0.Docetaxel;0.Fluorouracil;2.Cisplatin;"
"6984",37,135,645,2,"37.135.645.2","12.Bevacizumab;0.Docetaxel;0.Fluorouracil;1.Fluorouracil;1.Cisplatin;0.Fluorouracil;12.Bevacizumab;0.Docetaxel;0.Fluorouracil;1.Fluorouracil;1.Cisplatin;0.Fluorouracil;","12.Bevacizumab;0.Docetaxel;0.Fluorouracil;1.Fluorouracil;1.Cisplatin;0.Fluorouracil;"
"6988",37,135,646,1,"37.135.646.1","8.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;8.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;","8.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;"
"6990",37,135,647,1,"37.135.647.1","17.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;17.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","17.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;"
"6991",37,135,648,1,"37.135.648.1","21.Fluorouracil;0.Mitomycin;7.Fluorouracil;7.Fluorouracil;7.Fluorouracil;0.Mitomycin;7.Fluorouracil;7.Fluorouracil;","21.Fluorouracil;0.Mitomycin;7.Fluorouracil;7.Fluorouracil;7.Fluorouracil;0.Mitomycin;7.Fluorouracil;7.Fluorouracil;"
"6993",37,135,648,2,"37.135.648.2","20.Fluorouracil;0.Mitomycin;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Fluorouracil;0.Mitomycin;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;","20.Fluorouracil;0.Mitomycin;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Fluorouracil;0.Mitomycin;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;6.Fluorouracil;1.Fluorouracil;"
"6995",37,135,649,1,"37.135.649.1","14.Fluorouracil;0.Irinotecan;14.Fluorouracil;0.Irinotecan;","14.Fluorouracil;0.Irinotecan;"
"7001",37,135,651,1,"37.135.651.1","22.Paclitaxel;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Paclitaxel;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;22.Paclitaxel;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Paclitaxel;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","22.Paclitaxel;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Paclitaxel;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"7003",37,135,652,1,"37.135.652.1","1.Mitomycin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Mitomycin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Mitomycin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Mitomycin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Mitomycin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Mitomycin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Mitomycin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Mitomycin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;","1.Mitomycin;0.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;1.Tegafur;0.gimeracil;0.oteracil;"
"7005",37,147,631,1,"37.147.631.1","8.Docetaxel;0.Oxaliplatin;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;8.Docetaxel;0.Oxaliplatin;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;","8.Docetaxel;0.Oxaliplatin;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;"
"7008",37,157,624,1,"37.157.624.1","8.Carboplatin;0.Cisplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;8.Carboplatin;0.Cisplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;","8.Carboplatin;0.Cisplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;1.Carboplatin;"
"7017",37,157,627,1,"37.157.627.1","8.Capecitabine;0.Cisplatin;0.Epirubicin;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;0.Cisplatin;0.Epirubicin;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Capecitabine;0.Cisplatin;0.Epirubicin;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"7020",37,157,628,1,"37.157.628.1","21.Epirubicin;0.Fluorouracil;0.Oxoliplatin;21.Epirubicin;0.Fluorouracil;0.Oxoliplatin;","21.Epirubicin;0.Fluorouracil;0.Oxoliplatin;"
"7023",37,157,629,1,"37.157.629.1","1.Capecitabine;0.Epirubicin;0.Oxoliplatin;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;0.Epirubicin;0.Oxoliplatin;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","1.Capecitabine;0.Epirubicin;0.Oxoliplatin;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
"7026",37,157,630,1,"37.157.630.1","21.Docetaxel;0.Fluorouracil;0.Oxaliplatin;21.Docetaxel;0.Fluorouracil;0.Oxaliplatin;","21.Docetaxel;0.Fluorouracil;0.Oxaliplatin;"
"7032",37,157,630,3,"37.157.630.3","20.Docetaxel;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;20.Docetaxel;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;","20.Docetaxel;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;"
"7035",37,157,630,4,"37.157.630.4","13.Docetaxel;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;13.Docetaxel;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;","13.Docetaxel;0.Fluorouracil;0.Oxaliplatin;1.Fluorouracil;"
"7042",37,4,634,1,"37.4.634.1","8.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;8.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;","8.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;"
"7044",37,4,634,2,"37.4.634.2","0.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;15.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;","0.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;15.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.Docetaxel;0.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;36.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;1.S-1;"
"7049",37,4,635,1,"37.4.635.1","0.Cisplatin;0.Fluorouracil;21.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;57.Cisplatin;0.Fluorouracil;21.Cisplatin;0.Fluorouracil;21.Cisplatin;0.Fluorouracil;","0.Cisplatin;0.Fluorouracil;21.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;57.Cisplatin;0.Fluorouracil;21.Cisplatin;0.Fluorouracil;21.Cisplatin;0.Fluorouracil;"
"7054",37,4,635,2,"37.4.635.2","0.Cisplatin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;16.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;57.Cisplatin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;16.Cisplatin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;16.Cisplatin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;","0.Cisplatin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;16.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;57.Cisplatin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;16.Cisplatin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;16.Cisplatin;0.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;1.Fluorouracil;"
"7061",38,135,656,1,"38.135.656.1","8.Capecitabine;0.Cisplatin;0.Trastuzumab;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;8.Capecitabine;0.Cisplatin;0.Trastuzumab;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;","8.Capecitabine;0.Cisplatin;0.Trastuzumab;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;1.Capecitabine;"
