"","regCodeExt","metaCondition","condition","conditionCode","context","contextCode","regName","variant","regCode","component","day","cycleTaken","cycleLength","noCycles","branchInfo","Radio.Therapy.","continuous","noCycles_Original","regString","shortString"
"610","97.55.1468.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Neoadjuvant therapy",55,"Carboplatin & Pemetrexed",1,1468,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;21.Carboplatin;0.Pemetrexed;","21.Carboplatin;0.Pemetrexed;"
"611","97.55.1468.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Neoadjuvant therapy",55,"Carboplatin & Pemetrexed",1,1468,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Pemetrexed;21.Carboplatin;0.Pemetrexed;","21.Carboplatin;0.Pemetrexed;"
"612","97.55.1469.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Neoadjuvant therapy",55,"Cisplatin & Pemetrexed",1,1469,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","21.Cisplatin;0.Pemetrexed;21.Cisplatin;0.Pemetrexed;","21.Cisplatin;0.Pemetrexed;"
"613","97.55.1469.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Neoadjuvant therapy",55,"Cisplatin & Pemetrexed",1,1469,"Pemetrexed","1","",21,3,"","",TRUE,"Cont.","21.Cisplatin;0.Pemetrexed;21.Cisplatin;0.Pemetrexed;","21.Cisplatin;0.Pemetrexed;"
"614","97.55.1470.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Adjuvant therapy",55,"Cisplatin & Vinorelbine (CVb)",1,1470,"Cisplatin","1","",21,3,"","",TRUE,"Cont.","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;14.Cisplatin;0.Vinorelbine;7.Vinorelbine;","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;"
"615","97.55.1470.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Adjuvant therapy",55,"Cisplatin & Vinorelbine (CVb)",1,1470,"Vinorelbine","1,8","",21,3,"","",TRUE,"Cont.","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;14.Cisplatin;0.Vinorelbine;7.Vinorelbine;","14.Cisplatin;0.Vinorelbine;7.Vinorelbine;"
"616","97.55.1471.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Adjuvant therapy",55,"Gefitinib monotherapy",1,1471,"Gefitinib","1, 2, 3, 4, 5, 6, 7","",7,3,"","",TRUE,"Cont.","1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;1.Gefitinib;","1.Gefitinib;1.Gefitinib;"
"617","97.55.1472.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Adjuvant therapy",55,"Icotinib monotherapy",1,1472,"Icotinib","1, 2, 3, 4, 5, 6, 7","",7,3,"","",TRUE,"Cont.","1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;1.Icotinib;","1.Icotinib;1.Icotinib;"
"618","97.55.1473.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Adjuvant therapy",55,"Osimertinib monotherapy",1,1473,"Osimertinib","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",28,3,"","",TRUE,"Cont.","1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;1.Osimertinib;","1.Osimertinib;1.Osimertinib;"
"619","97.55.1474.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, platinum-exposed",55,"Amivantamab monotherapy",1,1474,"Amivantamab","1","",7,3,"","",TRUE,"Cont.","7.Amivantamab;7.Amivantamab;","7.Amivantamab;7.Amivantamab;"
"620","97.56.1474.2","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, platinum-exposed",56,"Amivantamab monotherapy",2,1474,"Amivantamab","1","",14,3,"","",TRUE,"Cont.","14.Amivantamab;14.Amivantamab;","14.Amivantamab;14.Amivantamab;"
"621","97.57.1475.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, platinum-exposed",57,"Mobocertinib monotherapy",1,1475,"Mobocertinib","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",28,3,"","",TRUE,"Cont.","1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;1.Mobocertinib;","1.Mobocertinib;1.Mobocertinib;"
"622","97.57.1476.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Afatinib monotherapy",1,1476,"Afatinib","1, 2, 3, 4, 5, 6, 7","",7,3,"","",TRUE,"Cont.","1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;1.Afatinib;","1.Afatinib;1.Afatinib;"
"623","97.57.1477.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Apatinib & Gefitinib",1,1477,"Apatinib","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",28,3,"","",TRUE,"Cont.","1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;","1.Apatinib;0.Gefitinib;"
"624","97.57.1477.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Apatinib & Gefitinib",1,1477,"Gefitinib","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",28,3,"","",TRUE,"Cont.","1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;1.Apatinib;0.Gefitinib;","1.Apatinib;0.Gefitinib;"
"625","97.57.1478.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Aumolertinib monotherapy",1,1478,"Aumolertinib","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",28,3,"","",TRUE,"Cont.","1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;1.Aumolertinib;","1.Aumolertinib;1.Aumolertinib;"
"626","97.57.1479.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Carboplatin & Docetaxel",1,1479,"Carboplatin","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Docetaxel;21.Carboplatin;0.Docetaxel;","21.Carboplatin;0.Docetaxel;"
"627","97.57.1479.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Carboplatin & Docetaxel",1,1479,"Docetaxel","1","",21,3,"","",TRUE,"Cont.","21.Carboplatin;0.Docetaxel;21.Carboplatin;0.Docetaxel;","21.Carboplatin;0.Docetaxel;"
"628","97.57.1480.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Carboplatin & Gemcitabine (GCb)",1,1480,"Carboplatin","1","",28,3,"","",TRUE,"Cont.","21.Carboplatin;0.Gemcitabine;7.Gemcitabine;21.Carboplatin;0.Gemcitabine;7.Gemcitabine;","21.Carboplatin;0.Gemcitabine;7.Gemcitabine;"
"629","97.57.1480.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Carboplatin & Gemcitabine (GCb)",1,1480,"Gemcitabine","1,8","",28,3,"","",TRUE,"Cont.","21.Carboplatin;0.Gemcitabine;7.Gemcitabine;21.Carboplatin;0.Gemcitabine;7.Gemcitabine;","21.Carboplatin;0.Gemcitabine;7.Gemcitabine;"
"630","97.57.1481.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Carboplatin & Gemcitabine/Erlotinib",1,1481,"Carboplatin","1","",28,3,"","",FALSE,"4","1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;","1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;"
"631","97.57.1481.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Carboplatin & Gemcitabine/Erlotinib",1,1481,"Carboplatin","1","",28,3,"","",FALSE,"4","1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;","1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;"
"632","97.57.1481.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Carboplatin & Gemcitabine/Erlotinib",1,1481,"Erlotinib","15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",28,3,"","",FALSE,"4","1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;","1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;"
"633","97.57.1481.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Carboplatin & Gemcitabine/Erlotinib",1,1481,"Erlotinib","15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","",28,3,"","",FALSE,"4","1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;","1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;"
"634","97.57.1481.1","Thoraic Oncology","Non-small cell lung cancer, EGFR-mutated",97,"Advanced or metastatic disease, EGFR inhibitor-naive",57,"Carboplatin & Gemcitabine/Erlotinib",1,1481,"Gemcitabine","1,8","",28,3,"","",FALSE,"4","1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;","1.Carboplatin;0.Carboplatin;0.Gemcitabine;0.Gemcitabine;7.Gemcitabine;0.Gemcitabine;7.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;1.Erlotinib;0.Erlotinib;"
